,Token,Relation,Head,Children
45070,got,ccomp,regret,"[put, finally, around, buying, blind, use, check]"
45071,around,prep,got,[]
45072,buying,advcl,got,"[  , wife]"
45073,  ,dep,buying,[]
45074,home,compound,wife,[  ]
45075,  ,dep,home,[]
45076,wife,dobj,buying,[home]
45077,legally,advmod,blind,[]
45078,blind,advcl,got,[legally]
45079,use,conj,got,"[godsend, listen]"
45080,computer,compound,godsend,[  ]
45081,  ,dep,computer,[]
45082,godsend,dobj,use,"[computer,         , music]"
45083,        ,dep,godsend,[]
45084,amazon,compound,music,[]
45085,music,dobj,godsend,[amazon]
45086,listen,conj,use,[music]
45087,music,dobj,listen,[  ]
45088,  ,dep,music,[]
45089,check,conj,got,"[weather, get]"
45090,weather,dobj,check,[  ]
45091,  ,dep,weather,[]
45092,get,advcl,check,"[make, learning]"
45093,phone,compound,number,[]
45094,number,nsubj,make,"[phone,   ]"
45095,  ,dep,number,[]
45096,make,ccomp,get,"[number, etc]"
45097,call,compound,etc,[  ]
45098,  ,dep,call,[]
45099,etc,compound,etc,"[call,    ]"
45100,   ,dep,etc,[]
45101,etc,ccomp,make,"[etc,    ]"
45102,   ,dep,etc,[]
45103,still,advmod,learning,[]
45104,learning,advcl,get,"[still, tell]"
45105,tell,xcomp,learning,"[  , grandchild, love]"
45106,  ,dep,tell,[]
45107,absolutely,advmod,amazing,[]
45108,amazing,amod,grandchild,"[absolutely,   ]"
45109,  ,dep,amazing,[]
45110,purchased,amod,grandchild,[  ]
45111,  ,dep,purchased,[]
45112,extended,amod,grandchild,[]
45113,family,compound,grandchild,[]
45114,grandchild,dobj,tell,"[amazing, purchased, extended, family]"
45115,absolutely,advmod,love,[]
45116,love,xcomp,tell,"[absolutely, playing]"
45117,playing,xcomp,love,"[music, option]"
45118,music,dobj,playing,[]
45119,alexa,compound,wifi,[  ]
45120,  ,dep,alexa,[]
45121,wifi,nmod,capability,[alexa]
45122,direct,amod,cable,[]
45123,cable,compound,capability,[direct]
45124,capability,compound,option,"[wifi, cable,   ]"
45125,  ,dep,capability,[]
45126,speaker,compound,option,[]
45127,stereo,compound,option,[]
45128,option,dobj,playing,"[capability, speaker, stereo, choosing]"
45129,choosing,acl,option,"[  , money]"
45130,  ,dep,choosing,[]
45131,well,advmod,worth,[]
45132,worth,amod,money,[well]
45133,money,dobj,choosing,"[worth,   ]"
45134,  ,dep,money,[]
45135,wo,aux,regret,[]
45136,n,compound,t,[]
45137,t,nsubj,regret,[n]
45138,regret,ROOT,regret,"[got, wo, t,  ]"
45139, ,dep,regret,[]
45140,perfect,amod,packaging,[  ]
45141,  ,dep,perfect,[]
45142,fast,amod,packaging,[]
45143,shipment,compound,packaging,[]
45144,packaging,nsubj,worked,"[perfect, fast, shipment,   ]"
45145,  ,dep,packaging,[]
45146,worked,ROOT,worked,"[packaging, intended]"
45147,intended,advcl,worked,[ ]
45148, ,dep,intended,[]
45149,alexa,nsubj,seems,[]
45150,seems,ROOT,seems,"[alexa, get]"
45151,get,ccomp,seems,"[dumber, time]"
45152,dumber,acomp,get,[]
45153,le,nmod,time,[]
45154,useful,amod,time,[]
45155,time,dobj,get,"[le, useful]"
45156,love,ROOT,love,[ ]
45157, ,dep,love,[]
45158, ,dep,m,[]
45159,m,ROOT,m,"[ , thing]"
45160,addicted,amod,thing,[]
45161,thing,attr,m,"[addicted,  ]"
45162, ,dep,thing,[]
45163,love,compound,dot,[]
45164,dot,compound,t,"[love, hoping, n]"
45165,hoping,acl,dot,[add]
45166,add,xcomp,hoping,[couple]
45167,couple,dobj,add,[around]
45168,around,prep,couple,[reason]
45169,apartment,compound,reason,[  ]
45170,  ,dep,apartment,[]
45171,reason,pobj,around,[apartment]
45172,n,punct,dot,[]
45173,t,nsubj,give,[dot]
45174,give,csubj,added,"[t,   , star, speaker, know]"
45175,  ,dep,give,[]
45176,star,dobj,give,[]
45177,wish,amod,speaker,[]
45178,speaker,dobj,give,[wish]
45179,would,aux,know,[]
45180,little,advmod,better,[]
45181,better,advmod,know,"[little,   ]"
45182,  ,dep,better,[]
45183,know,ccomp,give,"[would, better, wanted]"
45184,amazon,nsubj,wanted,[]
45185,probably,advmod,wanted,[]
45186,wanted,ccomp,know,"[amazon, probably, keep]"
45187,keep,xcomp,wanted,"[item, like]"
45188,cost,compound,item,[]
45189,item,dobj,keep,[cost]
45190,really,advmod,like,[]
45191,like,prep,keep,"[really, play]"
45192,play,pcomp,like,[music]
45193,music,dobj,play,[around]
45194,around,prep,music,[thing]
45195,apartment,npadvmod,busy,[]
45196,busy,amod,thing,[apartment]
45197,thing,pobj,around,[busy]
45198,would,aux,added,[]
45199,added,ROOT,added,"[give, would, speaker, response, space, pay]"
45200,speaker,dobj,added,[]
45201,little,amod,response,[]
45202,wattage,compound,bass,[]
45203,bass,compound,response,[wattage]
45204,response,dobj,added,"[little, bass]"
45205,would,aux,space,[]
45206,something,nmod,kitchen,[great]
45207,great,amod,something,[]
45208,put,amod,bathroom,[]
45209,bathroom,compound,kitchen,[put]
45210,kitchen,nsubj,space,"[something, bathroom]"
45211,might,aux,lot,[]
45212,lot,nmod,space,[might]
45213,space,ccomp,added,"[would, kitchen, lot, echo]"
45214,full,amod,echo,[]
45215,sized,amod,echo,[]
45216,echo,dobj,space,"[full, sized,   ]"
45217,  ,dep,echo,[]
45218,would,aux,pay,[]
45219,willing,aux,pay,[]
45220,pay,advcl,added,"[would, willing,     , speaker]"
45221,    ,dep,pay,[]
45222,dollar,npadvmod,better,[]
45223,better,amod,speaker,[dollar]
45224,speaker,dobj,pay,"[better,   ]"
45225,  ,dep,speaker,[]
45226,oh,intj,going,[]
45227,well,intj,going,[]
45228,still,advmod,going,[]
45229,love,aux,going,[   ]
45230,   ,dep,love,[]
45231,m,aux,going,[]
45232,going,ROOT,going,"[oh, well, still, love, m, find, good]"
45233,find,xcomp,going,[sound]
45234,bluetooth,det,speaker,[]
45235,speaker,nsubj,sound,[bluetooth]
45236,sound,ccomp,find,[speaker]
45237,good,punct,going,[]
45238,n,ROOT,n,[]
45239,t,nsubj,take,[]
45240,take,ROOT,take,"[t, space]"
45241,whole,amod,lot,[]
45242,lot,compound,space,[whole]
45243,space,dobj,take,"[lot,  ]"
45244, ,dep,space,[]
45245,far,advmod,all,[]
45246,all,ROOT,all,"[far, say]"
45247,i,nsubj,say,[]
45248,say,relcl,all,"[i, love]"
45249,love,dobj,say,[]
45250,love,nsubj,listen,[use]
45251,dot,compound,use,[  ]
45252,  ,dep,dot,[]
45253,easy,amod,use,[]
45254,use,dobj,love,"[dot, easy,   , spot]"
45255,  ,dep,use,[]
45256,two,nummod,spot,[plus]
45257,plus,cc,two,[]
45258,echo,compound,spot,[]
45259,spot,dobj,use,"[two, echo,   , ability]"
45260,  ,dep,spot,[]
45261,one,nummod,ability,[]
45262,favorite,amod,ability,[]
45263,feature,compound,ability,[]
45264,ability,appos,spot,"[one, favorite, feature]"
45265,listen,ROOT,listen,"[love, pandora]"
45266,music,compound,pandora,[    ]
45267,    ,dep,music,[]
45268,amazon,compound,pandora,[  ]
45269,  ,dep,amazon,[]
45270,iheart,compound,pandora,[]
45271,radio,compound,pandora,[  ]
45272,  ,dep,radio,[]
45273,pandora,dobj,listen,"[music, amazon, iheart, radio,  ]"
45274, ,dep,pandora,[]
45275,great,amod,music,[]
45276,play,compound,music,[]
45277,music,ROOT,music,"[great, play, throughout, home]"
45278,throughout,prep,music,[house]
45279,house,pobj,throughout,[  ]
45280,  ,dep,house,[]
45281,great,amod,home,[]
45282,easily,advmod,fit,[]
45283,fit,amod,decor,[easily]
45284,decor,compound,home,[fit]
45285,home,appos,music,"[great, decor]"
45286, ,dep,m,[]
45287,m,csubj,tell,"[ , obsessed]"
45288,obsessed,acomp,m,[alexa]
45289,alexa,npadvmod,obsessed,[  ]
45290,  ,dep,alexa,[]
45291,tell,ROOT,tell,"[m, weather, song, turn]"
45292,weather,dobj,tell,[]
45293,every,det,game,[]
45294,morning,npadvmod,play,[  ]
45295,  ,dep,morning,[]
45296,play,compound,game,[morning]
45297,game,compound,love,"[every, play,   ]"
45298,  ,dep,game,[]
45299,love,compound,song,[game]
45300,guess,compound,song,[]
45301,song,dobj,tell,"[love, guess, one]"
45302,one,nummod,one,[    ]
45303,    ,dep,one,[]
45304,one,appos,song,"[one, upstairs]"
45305,upstairs,advmod,one,[]
45306,turn,ccomp,tell,"[tv, downstairs, cool, stair]"
45307,tv,dobj,turn,[]
45308,downstairs,advmod,turn,[]
45309,cool,advmod,turn,[]
45310,walk,compound,stair,[]
45311,stair,dobj,turn,"[walk, alexa]"
45312,alexa,npadvmod,stair,[       ]
45313,       ,dep,alexa,[]
45314,work,ROOT,work,[speaker]
45315,well,advmod,disappointed,[  ]
45316,  ,dep,well,[]
45317,disappointed,amod,speaker,[well]
45318,speaker,compound,speaker,[]
45319,quality,compound,speaker,[  ]
45320,  ,dep,quality,[]
45321,hooked,amod,speaker,[]
45322,old,amod,speaker,[]
45323,computer,compound,speaker,[]
45324,speaker,dobj,work,"[disappointed, speaker, quality, hooked, old, computer,  ]"
45325, ,dep,speaker,[]
45326,easy,amod,setup,[]
45327,setup,nsubj,work,"[easy,   , use]"
45328,  ,dep,setup,[]
45329,easy,amod,use,[]
45330,use,appos,setup,"[easy,   ]"
45331,  ,dep,use,[]
45332,work,ROOT,work,"[setup, product, learning]"
45333,smart,amod,product,[]
45334,product,dobj,work,"[smart,   ]"
45335,  ,dep,product,[]
45336,always,advmod,learning,[]
45337,learning,advcl,work,[always]
45338,much,amod,fun,[]
45339,fun,amod,use,"[much,   ]"
45340,  ,dep,fun,[]
45341,easy,amod,use,[]
45342,use,ROOT,use,"[fun, easy, love]"
45343,even,advmod,four,[]
45344,four,nummod,year,[even]
45345,year,npadvmod,old,[four]
45346,old,amod,love,[year]
45347,love,dobj,use,"[old, talking]"
45348,talking,acl,love,[alexa]
45349,alexa,advmod,talking,[   ]
45350,   ,dep,alexa,[]
45351,love,ROOT,love,"[dot, right, use]"
45352,new,amod,dot,[]
45353,echo,compound,dot,[]
45354,dot,dobj,love,"[new, echo,   ]"
45355,  ,dep,dot,[]
45356,right,advmod,love,[  ]
45357,  ,dep,right,[]
45358,mainly,advmod,use,[]
45359,use,advcl,love,"[mainly, music, night, get]"
45360,play,compound,music,[]
45361,music,dobj,use,[play]
45362,night,npadvmod,use,[  ]
45363,  ,dep,night,[]
45364,get,xcomp,use,[done]
45365,job,nsubj,done,[]
45366,done,ccomp,get,"[job,  ]"
45367, ,dep,done,[]
45368,love,compound,thing,[]
45369,thing,nsubj,wish,"[love,   ]"
45370,  ,dep,thing,[]
45371,wish,nsubj,gotten,[thing]
45372,would,aux,gotten,[]
45373,gotten,ROOT,gotten,"[wish, would, want, got]"
45374,sooner,advmod,certainly,[  ]
45375,  ,dep,sooner,[]
45376,certainly,advmod,want,[sooner]
45377,want,ccomp,gotten,"[certainly, go]"
45378,go,xcomp,want,[setting]
45379,setting,advcl,go,[thing]
45380,lock,compound,kid,[]
45381,kid,amod,thing,"[lock,   ]"
45382,  ,dep,kid,[]
45383,great,amod,thing,[]
45384,additional,amod,thing,[]
45385,even,advmod,unexpected,[]
45386,unexpected,amod,thing,[even]
45387,thing,dobj,setting,"[kid, great, additional, unexpected, like]"
45388,like,prep,thing,[helping]
45389,helping,pcomp,like,[purchase]
45390,kid,compound,homework,[]
45391,homework,compound,load,"[kid,   ]"
45392,  ,dep,homework,[]
45393,load,compound,skill,[homework]
45394,skill,compound,purchase,"[load,   ]"
45395,  ,dep,skill,[]
45396,happy,amod,purchase,[]
45397,purchase,dobj,helping,"[skill, happy,   ]"
45398,  ,dep,purchase,[]
45399,especially,advmod,since,[]
45400,since,mark,got,[especially]
45401,got,advcl,gotten,"[since, day, price]"
45402,prime,amod,day,[]
45403,day,nsubj,got,[prime]
45404,almost,advmod,half,[]
45405,half,nummod,price,[almost]
45406,price,nsubj,got,"[half,  ]"
45407, ,dep,price,[]
45408,super,advmod,easy,[]
45409,easy,amod,use,[super]
45410,hook,compound,program,[]
45411,program,nsubj,use,"[hook,   ]"
45412,  ,dep,program,[]
45413,use,ROOT,use,"[easy, program, love, set]"
45414,music,compound,feature,[]
45415,feature,compound,love,[music]
45416,love,dobj,use,[feature]
45417,set,xcomp,use,[remind]
45418,reminder,compound,remind,[]
45419,phone,compound,echo,[]
45420,echo,compound,remind,[phone]
45421,remind,dobj,set,"[reminder, echo, update]"
45422,set,amod,time,[]
45423,time,compound,update,"[set,     ]"
45424,    ,dep,time,[]
45425,great,amod,update,[]
45426,news,compound,update,[]
45427,update,dobj,remind,"[time, great, news,  ]"
45428, ,dep,update,[]
45429,work,ROOT,work,[like]
45430,like,prep,work,[dot]
45431,dot,pobj,like,[ ]
45432, ,dep,dot,[]
45433,set,csubj,recognizes,[simple]
45434,simple,advmod,set,[  ]
45435,  ,dep,simple,[]
45436,recognizes,ROOT,recognizes,"[set, voice, seam, enjoying]"
45437,voice,dobj,recognizes,[]
45438,well,advmod,seam,[  ]
45439,  ,dep,well,[]
45440,seam,dobj,recognizes,"[well, intuitive]"
45441,intuitive,amod,seam,[  ]
45442,  ,dep,intuitive,[]
45443,enjoying,advcl,recognizes,[use]
45444,ease,compound,use,[]
45445,use,dobj,enjoying,"[ease,  ]"
45446, ,dep,use,[]
45447,negative,amod,product,[]
45448,product,npadvmod,terrible,[negative]
45449,terrible,amod,difference,[product]
45450,sound,compound,quality,[]
45451,quality,nmod,difference,"[sound,   ]"
45452,  ,dep,quality,[]
45453,massive,amod,difference,[]
45454,difference,nsubj,wanted,"[terrible, quality, massive]"
45455,alexa,compound,u,[  ]
45456,  ,dep,alexa,[]
45457,u,nmod,reason,[alexa]
45458,big,amod,reason,[]
45459,reason,nsubj,wanted,"[u, big]"
45460,wanted,ROOT,wanted,"[difference, reason, purchase, won, improve]"
45461,purchase,dobj,wanted,[]
45462,this,nsubj,won,[]
45463,won,ccomp,wanted,"[this,   , buying]"
45464,  ,dep,won,[]
45465,buying,xcomp,won,[quality]
45466,another,det,quality,[]
45467,speaker,compound,quality,[]
45468,sound,compound,quality,[]
45469,quality,dobj,buying,"[another, speaker, sound]"
45470,improve,ccomp,wanted,[ ]
45471, ,dep,improve,[]
45472,hoping,ROOT,hoping,"[white, fine]"
45473,cord,compound,white,[]
45474,white,dobj,hoping,[cord]
45475,also,advmod,otherwise,[  ]
45476,  ,dep,also,[]
45477,otherwise,advmod,fine,[also]
45478,fine,ccomp,hoping,"[otherwise,  ]"
45479, ,dep,fine,[]
45480,like,prep,create,[ability]
45481,ability,pobj,like,[]
45482,multiple,amod,thing,[]
45483,different,amod,thing,[]
45484,thing,nsubj,create,"[multiple, different]"
45485,like,intj,create,[]
45486,create,advcl,think,"[like, thing, like, song]"
45487,list,npadvmod,set,[  ]
45488,  ,dep,list,[]
45489,set,amod,song,[list]
45490,alarm,compound,song,[  ]
45491,  ,dep,alarm,[]
45492,play,compound,song,[]
45493,song,dobj,create,"[set, alarm, play]"
45494,think,ROOT,think,"[create, wish]"
45495,much,advmod,wish,[  ]
45496,  ,dep,much,[]
45497,wish,ccomp,think,"[much, louder]"
45498,sound,nsubj,louder,[]
45499,could,aux,louder,[]
45500,tad,advmod,louder,[]
45501,louder,advmod,wish,"[sound, could, tad,  ]"
45502, ,dep,louder,[]
45503,soon,advmod,learning,[   ]
45504,   ,dep,soon,[]
45505,m,aux,learning,[]
45506,still,advmod,learning,[]
45507,learning,ROOT,learning,"[soon, m, still,  ]"
45508, ,dep,learning,[]
45509,enjoying,csubj,ran,[learning]
45510,still,advmod,learning,[]
45511,learning,xcomp,enjoying,[still]
45512,command,nsubj,ran,[  ]
45513,  ,dep,command,[]
45514,ran,ROOT,ran,"[enjoying, command, household]"
45515,one,nummod,issue,[]
45516,frustrating,amod,issue,[]
45517,issue,compound,user,"[one, frustrating,   ]"
45518,  ,dep,issue,[]
45519,user,nmod,household,[issue]
45520,friendly,amod,household,[]
45521,trying,amod,household,[]
45522,set,amod,recognition,[]
45523,voice,compound,recognition,[]
45524,recognition,compound,household,"[set, voice]"
45525,household,dobj,ran,"[user, friendly, trying, recognition,  ]"
45526, ,dep,household,[]
45527,love,compound,option,[]
45528,option,compound,u,[love]
45529,u,compound,music,[option]
45530,play,compound,music,[]
45531,music,ROOT,music,"[u, play, everywhere, house, device]"
45532,everywhere,advmod,music,[]
45533,house,appos,music,[]
45534,multiple,amod,device,[]
45535,device,appos,music,[multiple]
45536,work,ROOT,work,[great]
45537,great,advmod,work,[ ]
45538, ,dep,great,[]
45539,like,ROOT,like,[everything]
45540,almost,advmod,everything,[]
45541,everything,pobj,like,[almost]
45542,amazing,amod,helped,[  ]
45543,  ,dep,amazing,[]
45544,helped,csubj,help,"[amazing, become, give]"
45545,become,xcomp,helped,[organized]
45546,better,advmod,organized,[]
45547,organized,acomp,become,"[better,   ]"
45548,  ,dep,organized,[]
45549,give,xcomp,helped,[]
45550,traffic,compound,update,[]
45551,update,compound,update,"[traffic,   ]"
45552,  ,dep,update,[]
45553,weather,compound,update,[]
45554,update,compound,help,"[update, weather,   ]"
45555,  ,dep,update,[]
45556,help,ROOT,help,"[helped, update, maintain]"
45557,maintain,xcomp,help,[routine]
45558,good,amod,routine,[  ]
45559,  ,dep,good,[]
45560,fast,amod,routine,[]
45561,morning,compound,routine,[]
45562,routine,dobj,maintain,"[good, fast, morning,  ]"
45563, ,dep,routine,[]
45564,kid,nsubj,love,[]
45565,love,ROOT,love,"[kid, skill, see]"
45566,alexa,compound,skill,[    ]
45567,    ,dep,alexa,[]
45568,skill,dobj,love,"[alexa, amazing]"
45569,amazing,amod,skill,[  ]
45570,  ,dep,amazing,[]
45571,would,aux,see,[]
45572,like,intj,see,[]
45573,see,advcl,love,"[would, like, get]"
45574,get,xcomp,see,"[smarter, answering]"
45575,little,advmod,smarter,[]
45576,smarter,acomp,get,[little]
45577,answering,advcl,get,[question]
45578,basic,amod,question,[]
45579,question,dobj,answering,[basic]
45580,great,nsubj,get,[  ]
45581,  ,dep,great,[]
45582,definitely,advmod,get,[]
45583,get,ROOT,get,"[great, definitely, old, regret]"
45584,little,amod,old,[]
45585,old,acomp,get,"[little,     ]"
45586,    ,dep,old,[]
45587,ca,aux,regret,[]
45588,n,advmod,t,[]
45589,t,nsubj,regret,[n]
45590,really,advmod,regret,[]
45591,regret,ccomp,get,"[ca, t, really,   , love]"
45592,  ,dep,regret,[]
45593,love,xcomp,regret,[speaker]
45594,hooked,amod,speaker,[]
45595,speaker,dobj,love,"[hooked, via]"
45596,via,prep,speaker,[smith]
45597,bluetooth,det,smith,[]
45598,waking,compound,smith,[]
45599,smith,pobj,via,"[bluetooth, waking,  ]"
45600, ,dep,smith,[]
45601,love,nsubj,added,[  ]
45602,  ,dep,love,[]
45603,added,ROOT,added,"[love, bedroom]"
45604,upstairs,amod,bedroom,[]
45605,bedroom,dobj,added,[upstairs]
45606,got,ROOT,got,"[alexa, everything]"
45607,love,compound,alexa,[]
45608,alexa,dative,got,[love]
45609,everything,dobj,got,[around]
45610,around,prep,everything,[house]
45611,house,pobj,around,[]
45612,work,ROOT,work,[set]
45613,great,amod,set,[]
45614,easy,amod,set,[]
45615,set,dobj,work,"[great, easy,  ]"
45616, ,dep,set,[]
45617, ,dep,rd,[]
45618,rd,compound,device,[ ]
45619,echo,compound,device,[]
45620,device,nsubj,work,"[rd, echo,   ]"
45621,  ,dep,device,[]
45622,easy,advmod,set,[]
45623,set,amod,work,"[easy,   ]"
45624,  ,dep,set,[]
45625,work,ROOT,work,"[device, set, perfectly]"
45626,perfectly,advmod,work,[ ]
45627, ,dep,perfectly,[]
45628,easy,amod,set,[]
45629,set,compound,start,[easy]
45630,start,ROOT,start,"[set, using]"
45631,using,xcomp,start,"[   , work]"
45632,   ,dep,using,[]
45633,work,dobj,using,[advertised]
45634,advertised,acl,work,[ ]
45635, ,dep,advertised,[]
45636,love,ROOT,love,"[dot, know]"
45637,little,amod,dot,[]
45638,dot,dobj,love,"[little,     ]"
45639,    ,dep,dot,[]
45640,know,dep,love,[capability]
45641,original,amod,capability,[]
45642,larger,amod,capability,[]
45643,alexa,compound,dot,[]
45644,dot,nmod,capability,[alexa]
45645,pleased,amod,capability,[]
45646,dot,compound,capability,[]
45647,capability,dobj,know,"[original, larger, dot, pleased, dot,  ]"
45648, ,dep,capability,[]
45649,really,advmod,like,[]
45650,like,ROOT,like,[really]
45651,work,nsubj,expected,[]
45652,expected,ROOT,expected,"[work,   , music]"
45653,  ,dep,expected,[]
45654,fourth,amod,room,[]
45655,one,nummod,room,[  ]
45656,  ,dep,one,[]
45657,son,compound,room,[]
45658,love,compound,room,[]
45659,room,compound,music,"[fourth, one, son, love,   ]"
45660,  ,dep,room,[]
45661,easy,amod,alarm,[]
45662,set,amod,alarm,[]
45663,alarm,compound,music,"[easy, set]"
45664,play,compound,music,[]
45665,music,dobj,expected,"[room, alarm, play,  ]"
45666, ,dep,music,[]
45667,love,ROOT,love,[]
45668,dislike,ROOT,dislike,[sound]
45669,volume,compound,sound,[  ]
45670,  ,dep,volume,[]
45671,sound,dobj,dislike,"[volume, loud]"
45672,loud,amod,sound,[enough]
45673,enough,advmod,loud,[ ]
45674, ,dep,enough,[]
45675,love,aux,gave,[]
45676,alexa,nsubj,gave,[      ]
45677,      ,dep,alexa,[]
45678,gave,ROOT,gave,"[love, alexa, hit]"
45679,one,nummod,hit,[]
45680,gift,compound,hit,[]
45681,huge,amod,hit,[]
45682,hit,dobj,gave,"[one, gift, huge,  ]"
45683, ,dep,hit,[]
45684,expected,ROOT,expected,[]
45685,  ,dep,order,[]
45686,order,ROOT,order,[  ]
